   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3619    0.026    0.000    0.186    0.000 managers.py:768(_slice_take_blocks_ax0)
        1    0.000    0.000    0.035    0.035 managers.py:929(take)
        1    0.000    0.000    0.000    0.000 managers.py:95(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:972(BlockManager)
       44    0.000    0.000    0.001    0.000 managers.py:982(__init__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:100(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.003    0.003 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1762(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1847(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:632(_MergeOperation)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
       44    0.000    0.000    0.000    0.000 message.py:120(__init__)
       44    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
       22    0.000    0.000    0.001    0.000 message.py:213(get_payload)
       88    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       22    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       22    0.000    0.000    0.002    0.000 message.py:451(items)
       22    0.000    0.000    0.002    0.000 message.py:459(<listcomp>)
      176    0.001    0.000    0.002    0.000 message.py:462(get)
      417    0.000    0.000    0.001    0.000 message.py:479(set_raw)
       92    0.001    0.000    0.001    0.000 message.py:497(get_all)
       88    0.000    0.000    0.002    0.000 message.py:564(get_content_type)
       66    0.000    0.000    0.001    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:118(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:122(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:16(_get_method_wrappers)
        2    0.000    0.000    0.003    0.002 methods.py:48(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:68(<genexpr>)
        2    0.000    0.000    0.003    0.001 methods.py:73(_create_methods)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:48(Literal)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
      610    0.001    0.000    0.003    0.000 missing.py:106(isna)
     7280    0.002    0.000    0.002    0.000 missing.py:121(clean_fill_method)
      610    0.002    0.000    0.003    0.000 missing.py:189(_isna)
        3    0.000    0.000    0.000    0.000 missing.py:266(_isna_array)
        3    0.000    0.000    0.000    0.000 missing.py:307(_isna_string_dtype)
      604    0.000    0.000    0.001    0.000 missing.py:455(array_equivalent)
      604    0.000    0.000    0.001    0.000 missing.py:553(_array_equivalent_object)
     4907    0.006    0.000    0.023    0.000 missing.py:625(na_value_for_dtype)
      606    0.001    0.000    0.005    0.000 missing.py:679(is_valid_na_for_dtype)
        4    0.000    0.000    0.000    0.000 missing.py:873(_datetimelike_compat)
     7280    0.004    0.000    0.005    0.000 missing.py:949(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        2    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:10(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:1023(close)
       21    0.000    0.000    0.001    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
       21    0.000    0.000    0.000    0.000 models.py:207(register_hook)
       21    0.000    0.000    0.000    0.000 models.py:216(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:222(CharsetMatches)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
       21    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 models.py:293(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
       22    0.000    0.000    0.000    0.000 models.py:335(__init__)
       21    0.000    0.000    0.015    0.001 models.py:352(prepare)
        1    0.000    0.000    0.000    0.000 models.py:383(copy)
       21    0.000    0.000    0.000    0.000 models.py:394(prepare_method)
       21    0.000    0.000    0.009    0.000 models.py:410(prepare_url)
       21    0.000    0.000    0.002    0.000 models.py:484(prepare_headers)
       21    0.000    0.000    0.000    0.000 models.py:495(prepare_body)
       21    0.000    0.000    0.000    0.000 models.py:573(prepare_content_length)
       21    0.000    0.000    0.001    0.000 models.py:589(prepare_auth)
       22    0.000    0.000    0.003    0.000 models.py:611(prepare_cookies)
       21    0.000    0.000    0.000    0.000 models.py:631(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
       22    0.000    0.000    0.002    0.000 models.py:659(__init__)
        1    0.000    0.000    0.000    0.000 models.py:755(ok)
       23    0.000    0.000    0.000    0.000 models.py:770(is_redirect)
       22    0.000    0.000    0.000    0.000 models.py:795(iter_content)
       43    0.000    0.000    0.008    0.000 models.py:812(generate)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
       22    0.000    0.000    0.000    0.000 models.py:85(path_url)
       65    0.000    0.000    0.009    0.000 models.py:887(content)
       21    0.005    0.000    0.005    0.000 models.py:906(text)
       10    0.000    0.000    0.006    0.001 models.py:944(json)
       11    0.000    0.000    0.000    0.000 models.py:994(raise_for_status)
        1    0.000    0.000    0.000    0.000 modes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:120(ECB)
        1    0.000    0.000    0.000    0.000 modes.py:126(OFB)
        1    0.000    0.000    0.000    0.000 modes.py:13(Mode)
        1    0.000    0.000    0.000    0.000 modes.py:137(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:148(CFB8)
        1    0.000    0.000    0.000    0.000 modes.py:159(CTR)
        1    0.000    0.000    0.000    0.000 modes.py:173(GCM)
        1    0.000    0.000    0.000    0.000 modes.py:28(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:36(ModeWithTweak)
        1    0.000    0.000    0.000    0.000 modes.py:44(ModeWithNonce)
        1    0.000    0.000    0.000    0.000 modes.py:52(ModeWithAuthenticationTag)
        1    0.000    0.000    0.000    0.000 modes.py:88(CBC)
        1    0.000    0.000    0.000    0.000 modes.py:99(XTS)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:122(patchOrUnpatchMutableMappingSubclasshook)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:184(patchOrUnpatchAll)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:31(patchOrUnpatchJson)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:6(MonkeypatchWarning)
        2    0.000    0.000    0.000    0.000 monkeypatch.py:9(checkCExtension)
        2    0.000    0.000    0.002    0.001 multi.py:1(<module>)
        2    0.000    0.000    0.001    0.000 multi.py:1082(_engine)
        1    0.000    0.000    0.000    0.000 multi.py:109(<listcomp>)
        2    0.000    0.000    0.000    0.000 multi.py:1090(<listcomp>)
        1    0.000    0.000    0.000    0.000 multi.py:116(MultiIndexUIntEngine)
     3618    0.005    0.000    0.137    0.000 multi.py:1215(__contains__)
        1    0.000    0.000    0.000    0.000 multi.py:1224(dtype)
     7238    0.031    0.000    0.059    0.000 multi.py:124(_codes_to_ints)
       22    0.000    0.000    0.000    0.000 multi.py:1394(_get_names)
        6    0.000    0.000    0.000    0.000 multi.py:1397(_set_names)
        6    0.000    0.000    0.000    0.000 multi.py:1480(_get_level_number)
        1    0.000    0.000    0.000    0.000 multi.py:1507(is_monotonic_increasing)
        3    0.000    0.000    0.000    0.000 multi.py:1512(<genexpr>)
        3    0.000    0.000    0.000    0.000 multi.py:1515(<genexpr>)
        1    0.000    0.000    0.000    0.000 multi.py:1518(<listcomp>)
        1    0.000    0.000    0.000    0.000 multi.py:155(MultiIndexPyIntEngine)
        3    0.000    0.000    0.001    0.000 multi.py:1581(_get_level_values)
        3    0.000    0.000    0.001    0.000 multi.py:1606(get_level_values)
        2    0.000    0.000    0.000    0.000 multi.py:1788(_is_lexsorted)
        2    0.000    0.000    0.000    0.000 multi.py:1824(_lexsort_depth)
        2    0.000    0.000    0.000    0.000 multi.py:1838(_sort_levels_monotonic)
        1    0.000    0.000    0.000    0.000 multi.py:196(names_compat)
     7236    0.057    0.000    0.090    0.000 multi.py:2005(__getitem__)
        1    0.000    0.000    0.000    0.000 multi.py:2057(take)
        1    0.000    0.000    0.000    0.000 multi.py:2074(<listcomp>)
        1    0.000    0.000    0.001    0.001 multi.py:215(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:2243(swaplevel)
        1    0.000    0.000    0.000    0.000 multi.py:2367(sortlevel)
        1    0.000    0.000    0.000    0.000 multi.py:2428(<listcomp>)
        2    0.000    0.000    0.000    0.000 multi.py:2448(<genexpr>)
        2    0.000    0.000    0.000    0.000 multi.py:2449(<genexpr>)
        1    0.000    0.000    0.000    0.000 multi.py:2469(<listcomp>)
     7236    0.004    0.000    0.008    0.000 multi.py:2510(_check_indexing_error)
     7236    0.018    0.000    0.190    0.000 multi.py:2753(get_loc)
        6    0.000    0.000    0.000    0.000 multi.py:313(__new__)
        1    0.059    0.059   42.938   42.938 multi.py:32(download)
        2    0.000    0.000    0.000    0.000 multi.py:3798(_lexsort_depth)
        2    0.000    0.000    0.000    0.000 multi.py:3800(<listcomp>)
       12    0.000    0.000    0.000    0.000 multi.py:3877(_coerce_indexer_frozen)
        1    0.000    0.000    0.002    0.002 multi.py:446(from_arrays)
        1    0.000    0.000    0.000    0.000 multi.py:507(<listcomp>)
       12    0.000    0.000    0.000    0.000 multi.py:780(__len__)
        5    0.000    0.000    0.000    0.000 multi.py:794(levels)
        5    0.000    0.000    0.000    0.000 multi.py:799(<listcomp>)
        6    0.000    0.000    0.000    0.000 multi.py:805(_set_levels)
       18    0.000    0.000    0.000    0.000 multi.py:826(<genexpr>)
    14495    0.005    0.000    0.006    0.000 multi.py:941(nlevels)
        1    0.000    0.000    0.000    0.000 multi.py:957(levshape)
        3    0.000    0.000    0.000    0.000 multi.py:971(<genexpr>)
     7262    0.002    0.000    0.002    0.000 multi.py:976(codes)
        6    0.000    0.000    0.000    0.000 multi.py:980(_set_codes)
       18    0.000    0.000    0.000    0.000 multi.py:996(<genexpr>)
        1    0.000    0.000    0.021    0.021 multiarray.py:1(<module>)
     1219    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
     1207    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       20    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
      602    0.000    0.000    0.000    0.000 multiarray.py:883(bincount)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1073(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:109(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:110(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:114(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1706(make_nancomp)
        1    0.000    0.000    0.000    0.000 nanops.py:198(_get_fill_value)
        1    0.000    0.000    0.000    0.000 nanops.py:220(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 nanops.py:264(_get_values)
        1    0.000    0.000    0.000    0.000 nanops.py:353(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 nanops.py:400(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:465(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 nanops.py:499(nanany)
        1    0.000    0.000    0.000    0.000 nanops.py:67(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:77(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:78(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:80(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:85(__call__)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        3    0.000    0.000    0.014    0.005 numeric.py:1(<module>)
     1206    0.004    0.000    0.006    0.000 numeric.py:1335(normalize_axis_tuple)
     1206    0.001    0.000    0.001    0.000 numeric.py:1385(<listcomp>)
      603    0.000    0.000    0.000    0.000 numeric.py:1394(_moveaxis_dispatcher)
      603    0.006    0.000    0.014    0.000 numeric.py:1398(moveaxis)
      603    0.000    0.000    0.000    0.000 numeric.py:1460(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       20    0.000    0.000    0.000    0.000 numeric.py:2253(_isclose_dispatcher)
       20    0.001    0.000    0.004    0.000 numeric.py:2257(isclose)
       20    0.001    0.000    0.001    0.000 numeric.py:2337(within_tol)
        1    0.000    0.000    0.000    0.000 numeric.py:238(NumericArray)
    15718    0.002    0.000    0.002    0.000 numeric.py:2381(_array_equal_dispatcher)
    15718    0.016    0.000    0.022    0.000 numeric.py:2385(array_equal)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
     1218    0.003    0.000    0.012    0.000 numeric.py:289(full)
        1    0.000    0.000    0.000    0.000 numeric.py:47(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
      106    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
       53    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
        2    0.000    0.000    0.000    0.000 numerictypes.py:575(_can_coerce_all)
       19    0.000    0.000    0.000    0.000 numerictypes.py:584(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:651(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:39(PandasArray)
        1    0.000    0.000    0.000    0.000 objcreator.py:1(<module>)
       82    0.000    0.000    0.000    0.000 objcreator.py:123(findQObjectType)
        7    0.000    0.000    0.000    0.000 objcreator.py:145(load_plugin)
        1    0.000    0.000    0.000    0.000 objcreator.py:57(QObjectCreator)
        1    0.000    0.000    0.000    0.000 objcreator.py:58(__init__)
       71    0.000    0.000    0.041    0.001 objcreator.py:98(createQObject)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:33(ObjectStringArrayMixin)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:103(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:129(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:216(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:234(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:285(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:378(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:73(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        3    0.000    0.000    0.001    0.000 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:102(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1028(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:1203(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1249(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1257(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:186(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:206(Op)
        1    0.000    0.000    0.000    0.000 ops.py:362(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:518(Div)
        1    0.000    0.000    0.000    0.000 ops.py:547(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:596(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:612(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:667(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:70(Term)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
     6497    0.008    0.000    0.020    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
     6300    0.003    0.000    0.007    0.000 os.py:697(__iter__)
     6503    0.005    0.000    0.007    0.000 os.py:754(encode)
    12514    0.005    0.000    0.008    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.019    0.019 overrides.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
      316    0.001    0.000    0.031    0.000 overrides.py:183(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
      286    0.001    0.000    0.005    0.000 overrides.py:89(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.001    0.001    0.003    0.003 packages.py:1(<module>)
        1    0.000    0.000    0.002    0.002 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:104(PKCS7)
        1    0.000    0.000    0.000    0.000 padding.py:116(_PKCS7PaddingContext)
        1    0.000    0.000    0.000    0.000 padding.py:14(PaddingContext)
        1    0.000    0.000    0.000    0.000 padding.py:141(_PKCS7UnpaddingContext)
        1    0.000    0.000    0.000    0.000 padding.py:163(ANSIX923)
        1    0.000    0.000    0.000    0.000 padding.py:175(_ANSIX923PaddingContext)
        1    0.000    0.000    0.000    0.000 padding.py:200(_ANSIX923UnpaddingContext)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:118(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:131(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:240(FastParquetImpl)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
      560    0.000    0.000    0.000    0.000 parse.py:103(_noop)
      560    0.001    0.000    0.001    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
       21    0.000    0.000    0.000    0.000 parse.py:151(username)
      178    0.001    0.000    0.001    0.000 parse.py:159(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
       21    0.000    0.000    0.000    0.000 parse.py:189(_userinfo)
      178    0.000    0.000    0.001    0.000 parse.py:201(_hostinfo)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
       23    0.000    0.000    0.000    0.000 parse.py:336(geturl)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
      225    0.001    0.000    0.005    0.000 parse.py:372(urlparse)
       22    0.000    0.000    0.000    0.000 parse.py:411(_splitnetloc)
       22    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
      247    0.002    0.000    0.003    0.000 parse.py:437(urlsplit)
       44    0.000    0.000    0.001    0.000 parse.py:494(urlunparse)
       44    0.000    0.000    0.000    0.000 parse.py:505(urlunsplit)
       21    0.000    0.000    0.000    0.000 parse.py:644(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:804(__init__)
       36    0.000    0.000    0.000    0.000 parse.py:812(__missing__)
       62    0.000    0.000    0.001    0.000 parse.py:818(quote)
       40    0.000    0.000    0.001    0.000 parse.py:872(quote_plus)
        1    0.000    0.000    0.000    0.000 parse.py:88(clear_cache)
       62    0.000    0.000    0.001    0.000 parse.py:889(quote_from_bytes)
       10    0.000    0.000    0.000    0.000 parse.py:909(<listcomp>)
       21    0.000    0.000    0.001    0.000 parse.py:911(urlencode)
        2    0.000    0.000    0.007    0.004 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
       22    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       22    0.000    0.000    0.013    0.001 parser.py:41(parse)
       22    0.000    0.000    0.013    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        2    0.000    0.000    0.000    0.000 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:103(_field_accessor)
        1    0.000    0.000    0.000    0.000 period.py:114(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:70(PeriodIndex)
        2    0.000    0.000    0.002    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:144(Unpickler)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 pkgutil.py:269(ImpLoader)
        8    0.000    0.000    0.000    0.000 pkgutil.py:407(get_importer)
        1    0.000    0.000    0.000    0.000 pkgutil.py:505(extend_path)
        1    0.000    0.000    0.009    0.009 platform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1093(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
