   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:241(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:350(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:364(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
      405    0.002    0.000    0.021    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
      604    0.001    0.000    0.001    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
      668    0.003    0.000    0.003    0.000 threading.py:236(__init__)
     1089    0.001    0.000    0.001    0.000 threading.py:264(__enter__)
     1089    0.001    0.000    0.001    0.000 threading.py:267(__exit__)
      603    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
      603    0.000    0.000    0.001    0.000 threading.py:276(_acquire_restore)
     1068    0.001    0.000    0.001    0.000 threading.py:279(_is_owned)
      603    0.002    0.000    0.050    0.000 threading.py:288(wait)
      465    0.000    0.000    0.001    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:422(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
      604    0.001    0.000    0.005    0.000 threading.py:545(__init__)
      603    0.000    0.000    0.000    0.000 threading.py:553(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
      603    0.002    0.000    0.052    0.000 threading.py:589(wait)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
      603    0.001    0.000    0.001    0.000 threading.py:782(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
      604    0.025    0.000    0.032    0.000 threading.py:827(__init__)
      133    0.000    0.000    0.000    0.000 threading.py:90(RLock)
      603    0.002    0.000    0.067    0.000 threading.py:916(start)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.115    0.115 ticker.py:1(<module>)
       10    0.000    0.000    2.377    0.238 ticker.py:136(info)
        1    0.000    0.000    0.000    0.000 ticker.py:32(Ticker)
       10    0.000    0.000    0.001    0.000 ticker.py:33(__init__)
        1    0.000    0.000    0.002    0.002 tickers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tickers.py:28(Tickers)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:33(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:78(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:94(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       87    0.000    0.000    0.001    0.000 timeout.py:102(__init__)
      261    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
       21    0.000    0.000    0.000    0.000 timeout.py:165(from_float)
       44    0.000    0.000    0.000    0.000 timeout.py:181(clone)
       22    0.000    0.000    0.000    0.000 timeout.py:195(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
       65    0.000    0.000    0.000    0.000 timeout.py:220(connect_timeout)
       22    0.000    0.000    0.000    0.000 timeout.py:238(read_timeout)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
      515    0.000    0.000    0.001    0.000 types.py:176(__get__)
      260    0.001    0.000    0.004    0.000 typing.py:1016(__init__)
      875    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      547    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
  298/219    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       17    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       62    0.000    0.000    0.002    0.000 typing.py:1138(__getitem__)
      147    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       99    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
        1    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       14    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
       11    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       23    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       37    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
       68    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
      390    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
  178/134    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       50    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
      218    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       76    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       23    0.000    0.000    0.000    0.000 typing.py:1284(__hash__)
       12    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       24    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       35    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      561    0.000    0.000    0.002    0.000 typing.py:137(_type_convert)
      536    0.001    0.000    0.003    0.000 typing.py:146(_type_check)
        8    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       21    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
     8292    0.001    0.000    0.001    0.000 typing.py:1737(cast)
      278    0.000    0.000    0.000    0.000 typing.py:2018(overload)
      387    0.000    0.000    0.000    0.000 typing.py:2047(final)
      277    0.000    0.000    0.001    0.000 typing.py:206(_collect_type_vars)
      138    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       69    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        5    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        4    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      138    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      111    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
       27    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
  834/808    0.000    0.000    0.009    0.000 typing.py:306(inner)
       26    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  137/111    0.000    0.000    0.005    0.000 typing.py:401(__getitem__)
       27    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
      111    0.000    0.000    0.004    0.000 typing.py:483(Union)
      380    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
       26    0.000    0.000    0.001    0.000 typing.py:523(Optional)
       27    0.000    0.000    0.001    0.000 typing.py:532(Literal)
      110    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      119    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      743    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      173    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       42    0.000    0.000    0.001    0.000 typing.py:722(__init__)
       42    0.000    0.000    0.001    0.000 typing.py:801(__init__)
       57    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     2207    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      260    0.000    0.000    0.001    0.000 typing.py:947(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     2207    0.001    0.000    0.002    0.000 typing.py:986(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        1    0.000    0.000    0.002    0.002 tz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 uiparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uiparser.py:105(WidgetStack)
       55    0.000    0.000    0.000    0.000 uiparser.py:107(push)
       17    0.000    0.000    0.000    0.000 uiparser.py:114(popLayout)
       38    0.000    0.000    0.000    0.000 uiparser.py:120(popWidget)
       47    0.000    0.000    0.000    0.000 uiparser.py:133(peek)
      139    0.000    0.000    0.000    0.000 uiparser.py:136(topIsLayout)
       17    0.000    0.000    0.000    0.000 uiparser.py:139(topIsLayoutWidget)
        1    0.000    0.000    0.000    0.000 uiparser.py:164(ButtonGroup)
        1    0.000    0.000    0.000    0.000 uiparser.py:175(UIParser)
        1    0.000    0.000    0.000    0.000 uiparser.py:176(__init__)
       60    0.000    0.000    0.000    0.000 uiparser.py:187(uniqueName)
        2    0.000    0.000    0.000    0.000 uiparser.py:208(reset)
       56    0.000    0.000    0.053    0.001 uiparser.py:220(setupObject)
        2    0.000    0.000    0.000    0.000 uiparser.py:238(getProperty)
     37/2    0.000    0.000    0.066    0.033 uiparser.py:245(createWidget)
        2    0.000    0.000    0.000    0.000 uiparser.py:392(handleHeaderView)
        4    0.000    0.000    0.001    0.000 uiparser.py:421(createSpacer)
     17/1    0.000    0.000    0.060    0.060 uiparser.py:451(createLayout)
       17    0.000    0.000    0.000    0.000 uiparser.py:517(configureLayout)
       17    0.000    0.000    0.000    0.000 uiparser.py:529(setArray)
